type,id,bnf_code,nm,form_route
vmp,3335111000001108,0107020J0AAAEAE,Cinchocaine 0.5% / Hydrocortisone 0.5% ointment,ointment.rectal
vmp,3335011000001107,0107020P0AAACAC,Cinchocaine 0.5% / Prednisolone 0.19% ointment,ointment.rectal
vmp,28049511000001103,1203010M0AAABAB,Hydrocortisone 4mg pastilles,pastille.oromucosal
vmp,320535004,0302000C0AAAFAF,Beclometasone 200microgram inhalation powder capsules,powderinhalation.inhalation
vmp,35907711000001105,0302000C0AAAGAG,Beclometasone 100microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,35908311000001107,0302000C0AAAHAH,Beclometasone 200microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,320520000,0302000C0AAAIAI,Beclometasone 400microgram inhalation powder capsules,powderinhalation.inhalation
vmp,35909011000001104,0302000C0AAAJAJ,Beclometasone 400microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,35908211000001104,0302000C0AAAKAK,Beclometasone 200microgram inhalation powder blisters,powderinhalation.inhalation
vmp,35907611000001101,0302000C0AAALAL,Beclometasone 100microgram inhalation powder blisters,powderinhalation.inhalation
vmp,35908911000001108,0302000C0AAAQAQ,Beclometasone 400microgram inhalation powder blisters,powderinhalation.inhalation
vmp,35909411000001108,0302000C0AABIBI,Beclometasone 50micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35908011000001109,0302000C0AABJBJ,Beclometasone 100micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35908711000001106,0302000C0AABKBK,Beclometasone 250micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35909111000001103,0302000C0AABSBS,Beclometasone 400micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35908411000001100,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,26148711000001101,0302000C0AABYBY,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,31087511000001105,0302000C0AACACA,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35912411000001100,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35912711000001106,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35912111000001105,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,35912011000001109,0302000K0AAALAL,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,134498003,0302000K0AAAMAM,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,4378111000001103,0302000K0AAAUAU,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,8024611000001102,0302000K0AAAVAV,Budesonide 200micrograms/dose dry powder inhalation cartridge with device,powderinhalation.inhalation
vmp,9117811000001107,0302000K0AAAWAW,Budesonide 200micrograms/dose dry powder inhalation cartridge,powderinhalation.inhalation
vmp,36059911000001104,0302000N0AAAAAA,Fluticasone propionate 50microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,36059311000001100,0302000N0AAACAC,Fluticasone propionate 100microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,36059211000001108,0302000N0AAADAD,Fluticasone propionate 100microgram inhalation powder blisters,powderinhalation.inhalation
vmp,36059411000001107,0302000N0AAAEAE,Fluticasone propionate 250microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,36059511000001106,0302000N0AAAFAF,Fluticasone propionate 250microgram inhalation powder blisters,powderinhalation.inhalation
vmp,36059711000001101,0302000N0AAAPAP,Fluticasone propionate 500microgram inhalation powder blisters with device,powderinhalation.inhalation
vmp,320602002,0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,320603007,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,36565411000001101,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,320605000,0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,320277000,0302000N0AAAXAX,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,320279002,0302000N0AAAYAY,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,320280004,0302000N0AAAZAZ,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,408026006,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,408013007,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,23661311000001105,0302000V0AAAAAA,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,23661411000001103,0302000V0AAABAB,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,34955111000001103,0302000V0BCAAA0,Generic Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler,powderinhalation.inhalation
vmp,34683311000001106,0301011ABBBAAA0,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,35909511000001107,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,320537007,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,35908811000001103,0302000C0AAACAC,Beclometasone 250micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,35908511000001101,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,35909211000001109,0302000C0AAASAS,Beclometasone 50micrograms/dose breath actuated inhaler,pressurizedinhalation.inhalation
vmp,35907811000001102,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler,pressurizedinhalation.inhalation
vmp,35908611000001102,0302000C0AAAUAU,Beclometasone 250micrograms/dose breath actuated inhaler,pressurizedinhalation.inhalation
vmp,35909611000001106,0302000C0AABEBE,Beclometasone 50micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,35908111000001105,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,35909311000001101,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inhaler CFC free,pressurizedinhalation.inhalation
vmp,35907911000001107,0302000C0AABHBH,Beclometasone 100micrograms/dose breath actuated inhaler CFC free,pressurizedinhalation.inhalation
vmp,10621011000001101,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,10621111000001100,0302000C0AABWBW,Beclometasone 250micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,12911011000001100,0302000C0AABXBX,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,31087411000001106,0302000C0AABZBZ,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,35912811000001103,0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,35912511000001101,0302000K0AAADAD,Budesonide 200micrograms/dose inhaler,pressurizedinhalation.inhalation
vmp,14959511000001107,0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,15374611000001106,0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,32960711000001105,0302000K0AABBBB,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320614005,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320615006,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320274007,0302000N0AABEBE,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320275008,0302000N0AABFBF,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320276009,0302000N0AABGBG,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,320618008,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,21113711000001102,0302000N0AABJBJ,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,21113811000001105,0302000N0AABKBK,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,21113911000001100,0302000N0AABLBL,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,35647511000001107,0302000N0AABPBP,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free,pressurizedinhalation.inhalation
vmp,35647611000001106,0302000N0AABQBQ,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free,pressurizedinhalation.inhalation
vmp,9004511000001107,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,9004411000001108,0302000U0AAABAB,Ciclesonide 160micrograms/dose inhaler CFC free,pressurizedinhalation.inhalation
vmp,36056811000001103,1304000W0AABBBB,Hydrocortisone butyrate 0.1% scalp lotion,solution.cutaneous
vmp,23560011000001109,1104010I0AAATAT,Dexamethasone 0.1% eye drops 0.4ml unit dose preservative free,solution.ophthalmic
vmp,3344611000001102,0304010ABAAABAB,Desloratadine 2.5mg/5ml oral solution,solution.oral
vmp,16101011000001100,0304010ABAAADAD,Desloratadine 2.5mg/5ml oral solution sugar free,solution.oral
vmp,11763111000001106,0304010ACAAABAB,Levocetirizine 500micrograms/ml oral solution sugar free,solution.oral
vmp,36786911000001101,0304010AEAAABAB,Rupatadine 1mg/ml oral solution,solution.oral
vmp,4030311000001100,0304010AGAAABAB,Ketotifen 1mg/5ml oral solution sugar free,solution.oral
vmp,36459411000001102,0304010AGAAADAD,Ketotifen 500micrograms/5ml oral solution,solution.oral
vmp,320824000,0304010D0AAABAB,Loratadine 5mg/5ml oral solution,solution.oral
vmp,36904111000001102,0304010D0AAAFAF,Loratadine 5mg/5ml oral solution sugar free,solution.oral
vmp,14013711000001102,0304010E0AAADAD,Fexofenadine 120mg/5ml oral solution,solution.oral
vmp,15774211000001108,0304010E0AAAEAE,Fexofenadine 180mg/5ml oral solution,solution.oral
vmp,35911911000001102,0304010F0AAAAAA,Brompheniramine 2mg/5ml oral solution,solution.oral
vmp,37083011000001106,0304010G0AAABAB,Chlorphenamine 2mg/5ml oral solution,solution.oral
vmp,37083111000001107,0304010G0AAAPAP,Chlorphenamine 2mg/5ml oral solution sugar free,solution.oral
vmp,37082911000001103,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free,solution.oral
vmp,36057911000001106,0304010J0AAAEAE,Hydroxyzine 10mg/5ml oral solution,solution.oral
vmp,8560111000001106,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral solution,solution.oral
vmp,12635911000001108,0304010J0AAAGAG,Hydroxyzine 20mg/5ml oral solution,solution.oral
vmp,12636011000001100,0304010J0AAAHAH,Hydroxyzine 25mg/5ml oral solution,solution.oral
vmp,12635811000001103,0304010J0AAAIAI,Hydroxyzine 2.5mg/5ml oral solution,solution.oral
vmp,8451511000001105,0304010K0AAADAD,Cyproheptadine 2mg/5ml oral solution,solution.oral
vmp,8451711000001100,0304010K0AAAFAF,Cyproheptadine 4mg/5ml oral solution,solution.oral
vmp,36069711000001107,0304010N0AAAKAK,Diphenhydramine 10mg/5ml oral solution,solution.oral
vmp,320777001,0304010W0AAAPAP,Promethazine 5mg/5ml oral solution sugar free,solution.oral
vmp,13149011000001102,0304010W0AAAQAQ,Promethazine 25mg/5ml oral solution,solution.oral
vmp,35897011000001101,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution,solution.oral
vmp,35896911000001100,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution,solution.oral
vmp,11656311000001100,0304010Y0AAAVAV,Alimemazine 5mg/5ml oral solution,solution.oral
vmp,325344004,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free,solution.oral
vmp,8452411000001101,0603020G0AAA5A5,Dexamethasone 5mg/5ml oral solution,solution.oral
vmp,11716011000001103,0603020G0AAA6A6,Dexamethasone 2mg/5ml oral solution,solution.oral
vmp,325365005,0603020G0AAA7A7,Dexamethasone 500micrograms/5ml oral solution,solution.oral
vmp,11612111000001109,0603020G0AABHBH,Dexamethasone 10mg/5ml oral solution,solution.oral
vmp,8429111000001103,0603020G0AABJBJ,Dexamethasone 1mg/5ml oral solution,solution.oral
vmp,8452111000001106,0603020G0AABQBQ,Dexamethasone 2.5mg/5ml oral solution,solution.oral
vmp,11714711000001105,0603020G0AABUBU,Dexamethasone 1.5mg/5ml oral solution,solution.oral
vmp,11715611000001100,0603020G0AABVBV,Dexamethasone 20mg/5ml oral solution,solution.oral
vmp,37084211000001103,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free,solution.oral
vmp,24350911000001102,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free,solution.oral
vmp,28881311000001104,0603020G0AACDCD,Dexamethasone 20mg/5ml oral solution sugar free,solution.oral
vmp,32071811000001109,0603020G0AACFCF,Dexamethasone 2mg soluble tablets sugar free,solution.oral
vmp,32072011000001106,0603020G0AACGCG,Dexamethasone 8mg soluble tablets sugar free,solution.oral
vmp,32071911000001104,0603020G0AACHCH,Dexamethasone 4mg soluble tablets sugar free,solution.oral
vmp,28422811000001103,0603020J0AAAJAJ,Hydrocortisone 5mg/5ml oral solution,solution.oral
vmp,36595311000001105,0603020J0AADBDB,Hydrocortisone 10mg soluble tablets sugar free,solution.oral
vmp,416533002,0603020T0AAAYAY,Prednisolone 15mg/5ml oral solution,solution.oral
vmp,13133111000001100,0603020T0AAAZAZ,Prednisolone 5mg/5ml oral solution,solution.oral
vmp,429995001,0603020T0AABCBC,Prednisolone 10mg/5ml oral solution,solution.oral
vmp,13078911000001100,0603020T0AABFBF,Prednisolone 1mg/5ml oral solution,solution.oral
vmp,13079311000001107,0603020T0AABGBG,Prednisolone 20mg/5ml oral solution,solution.oral
vmp,13079111000001105,0603020T0AABIBI,Prednisolone 2.5mg/5ml oral solution,solution.oral
vmp,29424511000001109,0603020T0AABLBL,Prednisolone 5mg/5ml oral solution unit dose,solution.oral
vmp,29904211000001102,0603020T0AABMBM,Prednisolone 10mg/ml oral solution sugar free,solution.oral
vmp,354027002,1104010D0AAAGAG,Betamethasone 0.1% ear/eye/nose drops,solutiondrops.auricular
vmp,354028007,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops,solutiondrops.auricular
vmp,8982211000001109,1104010S0AABHBH,Prednisolone sodium phosphate 0.1% ear drops,solutiondrops.auricular
vmp,8982311000001101,1104010S0AABIBI,Prednisolone sodium phosphate 0.3% ear drops,solutiondrops.auricular
vmp,30780311000001108,1201010AEAAAAAA,Ciprofloxacin 0.3% / Dexamethasone 0.1% ear drops,solutiondrops.auricular
vmp,330953008,1201010E0AAABAB,Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops,solutiondrops.auricular
vmp,330920003,1201010F0AAAAAA,Flumetasone 0.02% / Clioquinol 1% ear drops,solutiondrops.auricular
vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,solutiondrops.auricular
vmp,330936001,1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops,solutiondrops.auricular
vmp,330950006,1201010U0AAAAAA,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,solutiondrops.auricular
vmp,354027002,1104010D0AAAGAG,Betamethasone 0.1% ear/eye/nose drops,solutiondrops.nasal
vmp,330953008,1201010E0AAABAB,Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops,solutiondrops.nasal
vmp,354027002,1104010D0AAAGAG,Betamethasone 0.1% ear/eye/nose drops,solutiondrops.ophthalmic
vmp,3546611000001108,1104010I0AAAEAE,Generic Maxitrol eye drops,solutiondrops.ophthalmic
vmp,3655011000001103,1104010I0AAALAL,Dexamethasone 0.1% eye drops 0.5ml unit dose preservative free,solutiondrops.ophthalmic
vmp,330493000,1104010S0AAAPAP,Prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose preservative free,solutiondrops.ophthalmic
vmp,354028007,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops,solutiondrops.ophthalmic
vmp,330953008,1201010E0AAABAB,Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops,solutiondrops.ophthalmic
vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,solutiondrops.ophthalmic
vmp,330950006,1201010U0AAAAAA,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,solutiondrops.ophthalmic
vmp,317695007,0105020A0AAABAB,Budesonide 2mg/100ml enema,solutionenema.rectal
vmp,317692005,0105020D0AAAAAA,Prednisolone 20mg/100ml enema long tube,solutionenema.rectal
vmp,317693000,0105020E0AAABAB,Prednisolone 20mg/100ml rectal solution,solutionenema.rectal
vmp,10921711000001100,0304030F0AAAAAA,C1-esterase inhibitor 500unit powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,4052511000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials,solutioninfusion.intravenous
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninfusion.intravenous
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninfusion.intravenous
vmp,35910611000001103,0603020C0AAAAAA,Betamethasone 4mg/1ml solution for injection ampoules,solutioninfusion.intravenous
vmp,4052711000001101,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules,solutioninfusion.intravenous
vmp,4052811000001109,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials,solutioninfusion.intravenous
vmp,27957911000001102,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials,solutioninfusion.intravenous
vmp,4396911000001107,0603020K0AAAAAA,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,4396711000001105,0603020K0AAABAB,Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,4195411000001101,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,4195311000001108,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,36056911000001108,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,solutioninfusion.intravenous
vmp,36057011000001107,0603020L0AAACAC,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules,solutioninfusion.intravenous
vmp,4195211000001100,0603020M0AAAAAA,Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials,solutioninfusion.intravenous
vmp,13893711000001102,0603020M0AAAEAE,Hydrocortisone sodium succinate 100mg powder for solution for injection vials,solutioninfusion.intravenous
vmp,4052711000001101,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules,solutioninfusion.rectal
vmp,4052811000001109,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials,solutioninfusion.rectal
vmp,27957911000001102,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials,solutioninfusion.rectal
vmp,20122711000001109,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",solutioninjection.endotracheopulmonary
vmp,4052511000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials,solutioninjection.intraarticular
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninjection.intraarticular
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninjection.intraarticular
vmp,4052711000001101,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules,solutioninjection.intraarticular
vmp,4052811000001109,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials,solutioninjection.intraarticular
vmp,27957911000001102,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials,solutioninjection.intraarticular
vmp,4052511000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials,solutioninjection.intrabursal
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninjection.intrabursal
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninjection.intrabursal
vmp,4052711000001101,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules,solutioninjection.intrabursal
vmp,4052811000001109,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials,solutioninjection.intrabursal
vmp,27957911000001102,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials,solutioninjection.intrabursal
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninjection.intralesional
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninjection.intralesional
vmp,36056911000001108,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,solutioninjection.intralesional
vmp,36057011000001107,0603020L0AAACAC,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules,solutioninjection.intralesional
vmp,36137711000001100,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules,solutioninjection.intramuscular
vmp,4694411000001103,0304030C0AAA2A2,"Adrenaline (base) 150micrograms/0.3ml (1 in 2,000) solution for injection pre-filled disposable devices",solutioninjection.intramuscular
vmp,35895211000001103,0304030C0AAA3A3,"Adrenaline (base) 300micrograms/0.3ml (1 in 1,000) solution for injection pre-filled disposable devices",solutioninjection.intramuscular
vmp,35895011000001108,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules",solutioninjection.intramuscular
vmp,319481006,0304030C0AAAFAF,"Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules",solutioninjection.intramuscular
vmp,35895411000001104,0304030C0AAAXAX,"Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules",solutioninjection.intramuscular
vmp,20122711000001109,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",solutioninjection.intramuscular
vmp,32482011000001107,0304030C0AABDBD,"Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules",solutioninjection.intramuscular
vmp,16525211000001105,0304030C0AABEBE,Adrenaline (base) 500micrograms/0.3ml (1 in 600) solution for injection pre-filled disposable devices,solutioninjection.intramuscular
vmp,18289911000001105,0304030C0AABFBF,"Adrenaline (base) 150micrograms/0.15ml (1 in 1,000) solution for injection pre-filled disposable devices",solutioninjection.intramuscular
vmp,23471611000001105,0304030C0AABGBG,"Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection pre-filled disposable devices",solutioninjection.intramuscular
vmp,4052511000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials,solutioninjection.intramuscular
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninjection.intramuscular
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninjection.intramuscular
vmp,4052711000001101,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules,solutioninjection.intramuscular
vmp,4052811000001109,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials,solutioninjection.intramuscular
vmp,27957911000001102,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials,solutioninjection.intramuscular
vmp,4396911000001107,0603020K0AAAAAA,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials,solutioninjection.intramuscular
vmp,4396711000001105,0603020K0AAABAB,Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials,solutioninjection.intramuscular
vmp,4195411000001101,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials,solutioninjection.intramuscular
vmp,4195311000001108,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials,solutioninjection.intramuscular
vmp,36056911000001108,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,solutioninjection.intramuscular
vmp,36057011000001107,0603020L0AAACAC,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules,solutioninjection.intramuscular
vmp,4195211000001100,0603020M0AAAAAA,Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials,solutioninjection.intramuscular
vmp,13893711000001102,0603020M0AAAEAE,Hydrocortisone sodium succinate 100mg powder for solution for injection vials,solutioninjection.intramuscular
vmp,35931511000001104,0304010W0AAABAB,Promethazine 25mg/1ml solution for injection ampoules,solutioninjection.intramuscular-deep
vmp,16324511000001109,0304010W0AAASAS,Promethazine 50mg/2ml solution for injection ampoules,solutioninjection.intramuscular-deep
vmp,35910611000001103,0603020C0AAAAAA,Betamethasone 4mg/1ml solution for injection ampoules,solutioninjection.intramuscular-deep
vmp,20122711000001109,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",solutioninjection.intraosseous
vmp,36137711000001100,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules,solutioninjection.intravenous
vmp,35931511000001104,0304010W0AAABAB,Promethazine 25mg/1ml solution for injection ampoules,solutioninjection.intravenous
vmp,16324511000001109,0304010W0AAASAS,Promethazine 50mg/2ml solution for injection ampoules,solutioninjection.intravenous
vmp,20122711000001109,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes",solutioninjection.intravenous
vmp,10921711000001100,0304030F0AAAAAA,C1-esterase inhibitor 500unit powder and solvent for solution for injection vials,solutioninjection.intravenous
vmp,30924711000001100,0304030F0AAAEAE,"C1-esterase inhibitor 1,500unit powder and solvent for solution for injection vials",solutioninjection.intravenous
vmp,4052511000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials,solutioninjection.intravenous
vmp,4052611000001105,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,solutioninjection.intravenous
vmp,22153811000001101,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,solutioninjection.intravenous
